new meter diffuser on input,,,,,,,,,,,
Oct 22 2021 14:35:00,Pump Off Samples,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
Oct 29 2021 16:52:15,flow rate=0.76,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97671.77344,97639.80469,97730.08594,97501.875,13,31.97,-58.31,169.9,-90.28,137.93,228.21
2,97673.36719,97639.04688,97729.55469,97501.82031,196,34.32,-56.19,171.55,-90.51,137.23,227.73
3,97669.96875,97640.38281,97730.23438,97501.77344,208,29.59,-60.27,168.2,-89.85,138.61,228.46
4,97672.36719,97639.53906,97728.63281,97501.82813,208,32.83,-56.27,170.54,-89.09,137.71,226.8
5,97673.44531,97638.35938,97728.61719,97502,208,35.09,-55.17,171.45,-90.26,136.36,226.62
6,97671.28906,97639.57031,97729.48438,97501.9375,208,31.72,-58.2,169.35,-89.91,137.63,227.55
7,97673.08594,97639.40625,97728.96094,97501.78125,208,33.68,-55.88,171.3,-89.55,137.62,227.18
8,97672.07031,97639.44531,97728.90625,97501.89063,208,32.63,-56.84,170.18,-89.46,137.55,227.02
9,97671.63281,97640.15625,97730.21094,97501.71094,208,31.48,-58.58,169.92,-90.05,138.45,228.5
10,97675.89063,97640.41406,97730.40625,97501.85156,207,35.48,-54.52,174.04,-89.99,138.56,228.55
mu,174.46875,134.75,131.945312,-0.6875,205,,,,,,
sd,1.427466,0.556665,0.72415,0.041829,6,,,,,,
Q,0.823564,0.56141,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 29 2021 16:53:02,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97494.45313,97502.32813,97594.55469,97499.82031,10,-7.87,-100.1,-5.37,-92.23,2.51,94.73
2,97494.5625,97502.03906,97594.6875,97499.75,194,-7.48,-100.12,-5.19,-92.65,2.29,94.94
3,97494.49219,97501.95313,97594.38281,97499.35156,208,-7.46,-99.89,-4.86,-92.43,2.6,95.03
4,97494.38281,97502.10938,97594.39844,97499.46875,208,-7.73,-100.02,-5.09,-92.29,2.64,94.93
5,97494.44531,97502.27344,97594.45313,97499.58594,208,-7.83,-100.01,-5.14,-92.18,2.69,94.87
6,97494.41406,97502.20313,97594.55469,97499.46094,208,-7.79,-100.14,-5.05,-92.35,2.74,95.09
7,97494.51563,97502.32031,97594.47656,97499.49219,207,-7.8,-99.96,-4.98,-92.16,2.83,94.98
8,97494.54688,97502.34375,97594.41406,97499.46875,208,-7.8,-99.87,-4.92,-92.07,2.87,94.95
9,97494.47656,97502.02344,97594.44531,97499.35938,211,-7.55,-99.97,-4.88,-92.42,2.66,95.09
10,97494.30469,97502.25,97594.60156,97499.44531,204,-7.95,-100.3,-5.14,-92.35,2.8,95.16
Oct 29 2021 16:53:02,flow rate=0.90,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97704.67188,97665.6875,97753.875,97498.98438,10,38.98,-49.2,205.69,-88.19,166.7,254.89
2,97706.625,97665.27344,97753.19531,97498.64063,141,41.35,-46.57,207.98,-87.92,166.63,254.55
3,97707.17969,97663.96094,97754.10938,97498.53906,206,43.22,-46.93,208.64,-90.15,165.42,255.57
4,97704.64844,97664.57813,97754.25,97498.07813,206,40.07,-49.6,206.57,-89.67,166.5,256.17
5,97709.49219,97663.80469,97755.16406,97498.125,207,45.69,-45.67,211.37,-91.36,165.68,257.04
6,97706.60156,97665.22656,97754.89063,97497.88281,206,41.38,-48.29,208.72,-89.66,167.34,257.01
7,97704.80469,97664.08594,97753.52344,97497.35938,207,40.72,-48.72,207.45,-89.44,166.73,256.16
8,97705.1875,97663.65625,97753.41406,97497.17969,206,41.53,-48.23,208.01,-89.76,166.48,256.23
9,97704.82813,97663.23438,97753.64063,97497.21875,207,41.59,-48.81,207.61,-90.41,166.02,256.42
10,97704.46094,97664.03125,97753.32813,97496.79688,206,40.43,-48.87,207.66,-89.3,167.23,256.53
mu,211.3125,162.765625,159.351562,-1.03125,190,,,,,,
sd,1.314219,0.762136,0.467729,0.373832,32.67,,,,,,
Q,0.9105,0.62077,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 29 2021 16:53:27,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97495.02344,97502.8125,97595.32813,97500.45313,13,-7.79,-100.3,-5.43,-92.52,2.36,94.87
2,97495.07031,97503.0625,97595.40625,97500.35938,173,-7.99,-100.34,-5.29,-92.34,2.7,95.05
3,97495.21094,97503.05469,97595.53125,97500.47656,207,-7.84,-100.32,-5.27,-92.48,2.58,95.05
4,97495.28125,97503.38281,97595.5,97500.64844,207,-8.1,-100.22,-5.37,-92.12,2.73,94.85
5,97495.35156,97503.4375,97595.85156,97500.70313,207,-8.09,-100.5,-5.35,-92.41,2.73,95.15
6,97495.6875,97503.51563,97595.61719,97500.92188,207,-7.83,-99.93,-5.23,-92.1,2.59,94.7
7,97495.61719,97503.66406,97595.85938,97500.89844,207,-8.05,-100.24,-5.28,-92.2,2.77,94.96
8,97495.76563,97503.6875,97595.82031,97501.14063,207,-7.92,-100.05,-5.37,-92.13,2.55,94.68
9,97495.71875,97503.79688,97595.94531,97501.14063,207,-8.08,-100.23,-5.42,-92.15,2.66,94.8
10,97495.74219,97503.53906,97595.88281,97501.05469,207,-7.8,-100.14,-5.31,-92.34,2.48,94.83
Oct 29 2021 16:53:27,flow rate=0.90,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97706.33594,97665.91406,97756.4375,97502.14844,13,40.42,-50.1,204.19,-90.52,163.77,254.29
2,97707.48438,97667.16406,97757.07813,97501.96875,200,40.32,-49.59,205.52,-89.91,165.2,255.11
3,97705.67969,97667.39063,97756.67188,97502.08594,207,38.29,-50.99,203.59,-89.28,165.3,254.59
4,97702.65625,97665.67969,97755.21875,97502.11719,206,36.98,-52.56,200.54,-89.54,163.56,253.1
5,97703.66406,97667.96875,97757.4375,97502.15625,207,35.7,-53.77,201.51,-89.47,165.81,255.28
6,97703.97656,97666.85938,97758.35938,97502.02344,206,37.12,-54.38,201.95,-91.5,164.84,256.34
7,97708.17188,97668.92969,97757.13281,97502.08594,207,39.24,-48.96,206.09,-88.2,166.84,255.05
8,97703.67188,97668.53906,97757.17969,97502.3125,189,35.13,-53.51,201.36,-88.64,166.23,254.87
9,97706.28125,97668.00781,97756.91406,97502.21875,207,38.27,-50.63,204.06,-88.91,165.79,254.7
10,97705.97656,97667.51563,97756.34375,97502.3125,207,38.46,-50.37,203.66,-88.83,165.2,254.03
mu,210.390625,163.460937,160.914062,1.601563,205,,,,,,
sd,2.061523,0.86505,0.800238,0.078773,3.37,,,,,,
Q,0.895207,0.61559,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 29 2021 16:54:34,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97495.23438,97502.82031,97595.50781,97500.47656,10,-7.59,-100.27,-5.24,-92.69,2.34,95.03
2,97495.34375,97502.9375,97595.24219,97500.44531,190,-7.59,-99.9,-5.1,-92.3,2.49,94.8
3,97495.11719,97502.92188,97595.24219,97500.36719,208,-7.8,-100.12,-5.25,-92.32,2.55,94.87
4,97495.04688,97502.92969,97595.23438,97500.25,208,-7.88,-100.19,-5.2,-92.3,2.68,94.98
5,97495.32813,97502.94531,97595.21875,97500.09375,208,-7.62,-99.89,-4.77,-92.27,2.85,95.12
6,97495.28906,97502.96094,97595.34375,97500.32813,207,-7.67,-100.05,-5.04,-92.38,2.63,95.02
7,97495.46094,97502.99219,97595.46094,97500.51563,212,-7.53,-100,-5.05,-92.47,2.48,94.95
8,97495.53125,97503.07031,97595.46094,97500.55469,204,-7.54,-99.93,-5.02,-92.39,2.52,94.91
9,97495.39844,97502.90625,97595.33594,97500.75781,207,-7.51,-99.94,-5.36,-92.43,2.15,94.58
10,97495.36719,97502.69531,97595.3125,97500.60938,208,-7.33,-99.95,-5.24,-92.62,2.09,94.7
Oct 29 2021 16:54:34,flow rate=0.99,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97743.83594,97693.54688,97783.78906,97499.28906,13,50.29,-39.95,244.55,-90.24,194.26,284.5
2,97738.89063,97692.65625,97783.42969,97499.53125,179,46.23,-44.54,239.36,-90.77,193.12,283.9
3,97741.42188,97692.16406,97784.17969,97499.51563,208,49.26,-42.76,241.91,-92.02,192.65,284.66
4,97741.71875,97693.58594,97784.25,97499.57031,208,48.13,-42.53,242.15,-90.66,194.02,284.68
5,97740.67969,97693.38281,97783.76563,97499.50781,207,47.3,-43.09,241.17,-90.38,193.87,284.26
6,97747.67188,97695.74219,97785.11719,97499.67188,212,51.93,-37.45,248,-89.37,196.07,285.45
7,97738.85938,97694.59375,97783.72656,97499.73438,204,44.27,-44.87,239.12,-89.13,194.86,283.99
8,97744.39063,97695.8125,97785.40625,97499.77344,207,48.58,-41.02,244.62,-89.59,196.04,285.63
9,97743.25,97694.73438,97784.15625,97499.78125,208,48.52,-40.91,243.47,-89.42,194.95,284.37
10,97744.76563,97695.36719,97786.10156,97499.91406,208,49.4,-41.34,244.85,-90.73,195.45,286.19
mu,246.273437,190.085937,188.601562,-0.914062,200.5,,,,,,
sd,2.02609,0.697343,0.380199,0.127418,14.34,,,,,,
Q,0.979533,0.683424,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 29 2021 16:55:05,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97492.14844,97499.99219,97592.34375,97497.39844,10,-7.84,-100.2,-5.25,-92.35,2.59,94.95
2,97492.24219,97500.03906,97592.39844,97497.42969,113,-7.8,-100.16,-5.19,-92.36,2.61,94.97
3,97492.29688,97500.16406,97592.46875,97497.46094,206,-7.87,-100.17,-5.16,-92.3,2.7,95.01
4,97492.27344,97500.08594,97592.39063,97497.53125,207,-7.81,-100.12,-5.26,-92.3,2.55,94.86
5,97492.25781,97500.1875,97592.22656,97497.54688,206,-7.93,-99.97,-5.29,-92.04,2.64,94.68
6,97492.30469,97500.3125,97592.375,97497.60156,207,-8.01,-100.07,-5.3,-92.06,2.71,94.77
7,97492.28906,97500.38281,97592.42188,97497.76563,207,-8.09,-100.13,-5.48,-92.04,2.62,94.66
8,97492.64844,97500.42188,97592.36719,97497.78906,206,-7.77,-99.72,-5.14,-91.95,2.63,94.58
9,97492.72656,97500.42969,97592.52344,97498.14063,207,-7.7,-99.8,-5.41,-92.09,2.29,94.38
10,97492.75,97500.70313,97592.89063,97498.16406,206,-7.95,-100.14,-5.41,-92.19,2.54,94.73
Oct 29 2021 16:55:05,flow rate=0.99,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97749.36719,97696.64844,97786.90625,97499.51563,10,52.72,-37.54,249.85,-90.26,197.13,287.39
2,97750.50781,97699.15625,97788.57031,97499.42969,111,51.35,-38.06,251.08,-89.41,199.73,289.14
3,97746.53125,97696.75,97787.21875,97499.46875,208,49.78,-40.69,247.06,-90.47,197.28,287.75
4,97748.5625,97698.97656,97787.85156,97499.38281,207,49.59,-39.29,249.18,-88.87,199.59,288.47
5,97742.96875,97697.94531,97786.57813,97499.63281,208,45.02,-43.61,243.34,-88.63,198.31,286.95
6,97748.57813,97699.51563,97787.72656,97499.46094,208,49.06,-39.15,249.12,-88.21,200.05,288.27
7,97742.75781,97697.95313,97787.21094,97499.57813,208,44.8,-44.45,243.18,-89.26,198.37,287.63
8,97749.59375,97698.79688,97786.6875,97499.30469,207,50.8,-37.09,250.29,-87.89,199.49,287.38
9,97749.03125,97697.85938,97787.86719,97499.53125,208,51.17,-38.84,249.5,-90.01,198.33,288.34
10,97746.29688,97697.875,97787.73438,97499.51563,208,48.42,-41.44,246.78,-89.86,198.36,288.22
mu,256.5,197.8125,195.226562,1.992188,183.5,,,,,,
sd,1.676165,1.369292,0.736229,0.056697,48.34,,,,,,
Q,1.001088,0.692105,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 29 2021 16:56:01,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97493.22656,97501.48438,97593.6875,97499.26563,13,-8.26,-100.46,-6.04,-92.2,2.22,94.42
2,97493.49219,97501.5625,97593.96875,97499.29688,182,-8.07,-100.48,-5.8,-92.41,2.27,94.67
3,97493.28125,97501.4375,97593.71094,97499.25781,208,-8.16,-100.43,-5.98,-92.27,2.18,94.45
4,97493.33594,97501.49219,97593.97656,97499.26563,206,-8.16,-100.64,-5.93,-92.48,2.23,94.71
5,97493.52344,97501.72656,97593.97656,97499.39063,211,-8.2,-100.45,-5.87,-92.25,2.34,94.59
6,97493.76563,97501.94531,97594.11719,97499.52344,203,-8.18,-100.35,-5.76,-92.17,2.42,94.59
7,97493.97656,97501.97656,97594.21094,97499.70313,207,-8,-100.23,-5.73,-92.23,2.27,94.51
8,97493.83594,97502.07813,97594.30469,97499.46094,207,-8.24,-100.47,-5.62,-92.23,2.62,94.84
9,97493.73438,97501.91406,97594.09375,97499.27344,207,-8.18,-100.36,-5.54,-92.18,2.64,94.82
10,97493.67188,97501.77344,97594.00781,97499.30469,207,-8.1,-100.34,-5.63,-92.23,2.47,94.7
Oct 29 2021 16:56:01,flow rate=1.09,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97794.57031,97729.80469,97820.64063,97498.74219,9,64.77,-26.07,295.83,-90.84,231.06,321.9
2,97788.36719,97729.32031,97818.67188,97498.52344,103,59.05,-30.3,289.84,-89.35,230.8,320.15
3,97779.14844,97731.07813,97819,97498.36719,206,48.07,-39.85,280.78,-87.92,232.71,320.63
4,97786.50781,97728.89844,97820.76563,97498.36719,211,57.61,-34.26,288.14,-91.87,230.53,322.4
5,97791.89844,97729.98438,97821.17188,97498.21094,202,61.91,-29.27,293.69,-91.19,231.77,322.96
6,97792.89844,97729.92969,97820.85938,97498.58594,207,62.97,-27.96,294.31,-90.93,231.34,322.27
7,97787.25,97730.98438,97820.04688,97498.75781,206,56.27,-32.8,288.49,-89.06,232.23,321.29
8,97783.76563,97730.24219,97819.01563,97499.02344,207,53.52,-35.25,284.74,-88.77,231.22,319.99
9,97786.39844,97729.79688,97820.67969,97498.9375,206,56.6,-34.28,287.46,-90.88,230.86,321.74
10,97790.55469,97730.02344,97821.03125,97499.03906,207,60.53,-30.48,291.52,-91.01,230.98,321.99
mu,293.8125,228.273437,225.929687,-0.765625,180.5,,,,,,
sd,6.350327,0.944128,1.08752,0.177466,51.8,,,,,,
Q,1.057912,0.734559,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 29 2021 16:56:27,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97493.53906,97501.64844,97593.74219,97499.23438,9,-8.11,-100.2,-5.7,-92.09,2.41,94.51
2,97493.72656,97501.60938,97593.64063,97499.1875,199,-7.88,-99.91,-5.46,-92.03,2.42,94.45
3,97493.83594,97501.60938,97593.63281,97499.21094,207,-7.77,-99.8,-5.37,-92.02,2.4,94.42
4,97493.47656,97501.5625,97593.46875,97499.125,207,-8.09,-99.99,-5.65,-91.91,2.44,94.34
5,97493.49219,97501.45313,97593.40625,97499.125,207,-7.96,-99.91,-5.63,-91.95,2.33,94.28
6,97493.53906,97501.45313,97593.60938,97499.14063,207,-7.91,-100.07,-5.6,-92.16,2.31,94.47
7,97493.61719,97501.42188,97593.61719,97499.125,207,-7.8,-100,-5.51,-92.2,2.3,94.49
8,97493.67969,97501.51563,97593.5625,97498.875,206,-7.84,-99.88,-5.2,-92.05,2.64,94.69
9,97493.9375,97501.50781,97593.6875,97499.34375,207,-7.57,-99.75,-5.41,-92.18,2.16,94.34
10,97493.77344,97501.52344,97593.63281,97499.10938,207,-7.75,-99.86,-5.34,-92.11,2.41,94.52
Oct 29 2021 16:56:27,flow rate=1.09,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97788.89844,97728.09375,97819.42969,97498.67969,13,60.8,-30.53,290.22,-91.34,229.41,320.75
2,97782.01563,97728.42969,97818.25,97498.67969,187,53.59,-36.23,283.34,-89.82,229.75,319.57
3,97782.53906,97729.42969,97820.67969,97498.6875,208,53.11,-38.14,283.85,-91.25,230.74,321.99
4,97789.40625,97730.14844,97820.03906,97498.6875,208,59.26,-30.63,290.72,-89.89,231.46,321.35
5,97788.61719,97729.03125,97819.89844,97498.625,208,59.59,-31.28,289.99,-90.87,230.41,321.27
6,97792.3125,97730.07031,97821.98438,97498.55469,212,62.24,-29.67,293.76,-91.91,231.52,323.43
7,97791.78906,97730.28125,97821.6875,97498.4375,204,61.51,-29.9,293.35,-91.41,231.84,323.25
8,97787.21875,97731.10938,97821.13281,97498.53906,208,56.11,-33.91,288.68,-90.02,232.57,322.59
9,97790.55469,97730.66406,97820.6875,97498.5,208,59.89,-30.13,292.05,-90.02,232.16,322.19
10,97790.85156,97731.75781,97821.48438,97498.67969,208,59.09,-30.63,292.17,-89.73,233.08,322.8
mu,292.070312,227.421875,225.984375,-0.5,202.75,,,,,,
sd,3.980436,0.93944,1.034412,0.006379,10.5,,,,,,
Q,1.050699,0.73465,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 29 2021 16:57:05,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97493.83594,97502.04688,97593.89063,97499.45313,9,-8.21,-100.05,-5.62,-91.84,2.59,94.44
2,97493.96094,97502.10938,97594.02344,97499.53125,178,-8.15,-100.06,-5.57,-91.91,2.58,94.49
3,97494.14063,97502.21094,97594.14844,97499.83594,208,-8.07,-100.01,-5.7,-91.94,2.37,94.31
4,97494.21094,97502.16406,97594.21094,97499.64844,208,-7.95,-100,-5.44,-92.05,2.52,94.56
5,97494.14063,97502.04688,97594.32813,97499.625,207,-7.91,-100.19,-5.48,-92.28,2.42,94.7
6,97494.125,97502.22656,97594.125,97499.46094,208,-8.1,-100,-5.34,-91.9,2.77,94.66
7,97494.28125,97502.19531,97594.27344,97499.54688,208,-7.91,-99.99,-5.27,-92.08,2.65,94.73
8,97494.23438,97502.26563,97594.42188,97499.45313,208,-8.03,-100.19,-5.22,-92.16,2.81,94.97
9,97494.30469,97502.20313,97594.22656,97499.64844,207,-7.9,-99.92,-5.34,-92.02,2.55,94.58
10,97494.25781,97502.36719,97594.30469,97499.71875,208,-8.11,-100.05,-5.46,-91.94,2.65,94.59
Oct 29 2021 16:57:05,flow rate=1.18,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97820.90625,97759.02344,97849.09375,97499.76563,10,61.88,-28.19,321.14,-90.07,259.26,349.33
2,97818.89844,97758.20313,97849.48438,97499.92969,175,60.7,-30.59,318.97,-91.28,258.27,349.55
3,97826.26563,97761.125,97848.6875,97499.70313,207,65.14,-22.42,326.56,-87.56,261.42,348.98
4,97822.71094,97758.10938,97847.8125,97499.67969,206,64.6,-25.1,323.03,-89.7,258.43,348.13
5,97829.51563,97761.66406,97850.85156,97499.94531,208,67.85,-21.34,329.57,-89.19,261.72,350.91
6,97830.0625,97760.71875,97851.63281,97499.78906,206,69.34,-21.57,330.27,-90.91,260.93,351.84
7,97827.78125,97760.70313,97852.55469,97500.01563,207,67.08,-24.77,327.77,-91.85,260.69,352.54
8,97822.40625,97760.16406,97850.09375,97500.11719,207,62.24,-27.69,322.29,-89.93,260.05,349.98
9,97830.25781,97761.42188,97853.41406,97500.07031,207,68.84,-23.16,330.19,-91.99,261.35,353.34
10,97826.94531,97759.39063,97852.45313,97500.17188,207,67.55,-25.51,326.77,-93.06,259.22,352.28
mu,328.15625,256.976562,254.695312,0.148437,199,,,,,,
sd,3.128598,1.401359,0.716198,0.112854,16.02,,,,,,
Q,1.102497,0.766989,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 29 2021 16:57:30,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97493.47656,97501.51563,97593.39844,97499.1875,14,-8.04,-99.92,-5.71,-91.88,2.33,94.21
2,97493.74219,97501.27344,97593.50781,97498.85938,204,-7.53,-99.77,-5.12,-92.23,2.41,94.65
3,97493.46875,97501.125,97593.28125,97498.60156,208,-7.66,-99.81,-5.13,-92.16,2.52,94.68
4,97493.28906,97501.125,97593.14063,97498.83594,208,-7.84,-99.85,-5.55,-92.02,2.29,94.3
5,97493.28125,97501.07031,97593.17969,97498.71094,212,-7.79,-99.9,-5.43,-92.11,2.36,94.47
6,97493.24219,97501.125,97593.09375,97498.60938,204,-7.88,-99.85,-5.37,-91.97,2.52,94.48
7,97493.24219,97501.09375,97592.88281,97498.60938,207,-7.85,-99.64,-5.37,-91.79,2.48,94.27
8,97493.46875,97501.09375,97593.02344,97498.74219,208,-7.62,-99.55,-5.27,-91.93,2.35,94.28
9,97493.32031,97500.9375,97593.05469,97498.5,208,-7.62,-99.73,-5.18,-92.12,2.44,94.55
10,97493.34375,97500.95313,97592.90625,97498.4375,208,-7.61,-99.56,-5.09,-91.95,2.52,94.47
Oct 29 2021 16:57:30,flow rate=1.18,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97824.82813,97755.45313,97845.78125,97498.96875,9,69.37,-20.95,325.86,-90.33,256.48,346.81
2,97830.75781,97757.29688,97846.60156,97498.82031,156,73.46,-15.84,331.94,-89.3,258.48,347.78
3,97825.71875,97757.78125,97845.53906,97498.70313,207,67.94,-19.82,327.02,-87.76,259.08,346.84
4,97821.55469,97758.03906,97848.13281,97498.66406,211,63.52,-26.58,322.89,-90.09,259.37,349.47
5,97824.02344,97758.63281,97848.5625,97498.61719,203,65.39,-24.54,325.41,-89.93,260.02,349.95
6,97822.92188,97756.17969,97847.82813,97498.60156,206,66.74,-24.91,324.32,-91.65,257.58,349.23
7,97821.23438,97757.33594,97848.70313,97498.75,207,63.9,-27.47,322.48,-91.37,258.59,349.95
8,97823.79688,97757.07031,97850.35156,97498.70313,206,66.73,-26.55,325.09,-93.28,258.37,351.65
9,97829.17188,97759.46094,97849.32031,97498.6875,207,69.71,-20.15,330.48,-89.86,260.77,350.63
10,97825.42188,97755.90625,97847.85938,97498.6875,207,69.52,-22.44,326.73,-91.95,257.22,349.17
mu,332.226562,255.882812,253.179687,-0.085937,194.25,,,,,,
sd,3.808971,1.16757,1.171293,0.13696,25.71,,,,,,
Q,1.14179,0.792945,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 29 2021 16:58:12,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97492.60156,97500.67188,97592.61719,97498.17969,10,-8.07,-100.02,-5.58,-91.95,2.49,94.44
2,97492.72656,97500.83594,97592.60156,97498.32813,187,-8.11,-99.87,-5.6,-91.77,2.51,94.27
3,97492.98438,97500.89063,97592.74219,97498.14063,206,-7.91,-99.76,-5.16,-91.85,2.75,94.6
4,97493.17969,97500.92969,97592.88281,97498.32031,207,-7.75,-99.7,-5.14,-91.95,2.61,94.56
5,97493.00781,97500.82813,97593,97498.32031,207,-7.82,-99.99,-5.31,-92.17,2.51,94.68
6,97492.875,97500.85156,97592.8125,97498.02344,207,-7.98,-99.94,-5.15,-91.96,2.83,94.79
7,97492.4375,97500.36719,97592.75781,97497.6875,207,-7.93,-100.32,-5.25,-92.39,2.68,95.07
8,97492.4375,97500.32031,97592.28906,97497.85156,207,-7.88,-99.85,-5.41,-91.97,2.47,94.44
9,97492.69531,97500.55469,97592.52344,97497.99219,207,-7.86,-99.83,-5.3,-91.97,2.56,94.53
10,97492.79688,97500.67188,97592.54688,97498.21875,207,-7.87,-99.75,-5.42,-91.87,2.45,94.33
Oct 29 2021 16:58:12,flow rate=1.27,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97879.03906,97794.9375,97887.07813,97497.19531,14,84.1,-8.04,381.84,-92.14,297.74,389.88
2,97877.21094,97795.25781,97884.75,97497.19531,130,81.95,-7.54,380.02,-89.49,298.06,387.55
3,97878.41406,97798,97886.51563,97497.22656,207,80.41,-8.1,381.19,-88.52,300.77,389.29
4,97869.8125,97794.51563,97888.36719,97497.34375,206,75.3,-18.55,372.47,-93.85,297.17,391.02
5,97881.92188,97797.39063,97889.57031,97497.29688,207,84.53,-7.65,384.62,-92.18,300.09,392.27
6,97875.67969,97794.89844,97886.32031,97497.40625,206,80.78,-10.64,378.27,-91.42,297.49,388.91
7,97873.25781,97799.14844,97891.63281,97497.50781,207,74.11,-18.37,375.75,-92.48,301.64,394.12
8,97880.64063,97798.77344,97891.22656,97497.60156,207,81.87,-10.59,383.04,-92.45,301.17,393.62
9,97877.13281,97799.07031,97889.5,97497.73438,206,78.06,-12.37,379.4,-90.43,301.34,391.77
10,97878.84375,97799.34375,97890.17969,97497.85156,206,79.5,-11.34,380.99,-90.84,301.49,392.33
mu,383.242187,294.84375,293.96875,-0.992187,187.5,,,,,,
sd,4.272328,1.577745,1.50078,0.070601,38.34,,,,,,
